barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s58_vc09,s59_vc09,s60_vc09,s1_vc10,s10_vc10,s11_vc10,s12_vc10,s13_vc10,s14_vc10,s15_vc10,s16_vc10,s17_vc10,s18_vc10,s19_vc10,s2_vc10,s3_vc10,s4_vc10,s5_vc10,s6_vc10,s7_vc10,s8_vc10,s9_vc10,s63_vc11,s64_vc11,s46_vc16,s47_vc16,s48_vc16,s49_vc16,s50_vc16,s51_vc16,s52_vc16,s53_vc16,s54_vc16,s55_vc16,s56_vc16,s57_vc16,s58_vc16,s59_vc16,s60_vc16,s61_vc16,s62_vc16,s63_vc16,s64_vc16,s43_vc17,s44_vc17,s45_vc17,s46_vc17,s47_vc17,s48_vc17,s49_vc17,s50_vc17,s51_vc17,s52_vc17,s53_vc17,s54_vc17,s55_vc17,s56_vc17,s57_vc17,s58_vc17,s59_vc17,s60_vc17
lm186 mapping,406,440,0,407,0,1842,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm187 mapping,837,6532,1888,5108,1965,423,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2734,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm188 mapping,549,3087,0,1487,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm189 mapping,592,2439,0,208,0,750,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,47966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm190 mapping,1345,7846,0,8386,822,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm191 mapping,720,5910,1462,212,1994,1063,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm192 mapping,749,4653,4496,3095,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2403,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm193 mapping,11,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm194 mapping,401,1637,2177,952,0,46,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm195 mapping,17,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm196 mapping,205,1422,403,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm197 mapping,193,1082,0,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm198 mapping,191,1422,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
