barcode,in0a,in0a_v2,in0a_v3,in0a_v4,in0a_v5,in0a_v6,in0a_v7,in0a_v8,L7167,L7168,L7169,L7170,L7176,L7177,L7178,L7179,L7180,L7181,L7182,L7183,L7184,L7189,L7190,L7191,L7192,L7193,L7194,L7195,L7196,L7197,L7198,L7199,L7200,L7402,L7404,L7405,L7406,L7407,L7408,L7410,L7411,L7412,L7413,L7414,L7417,S7167,S7168,S7169,S7170,S7176,S7177,S7178,S7179,S7180,S7181,S7182,S7183,S7184,S7189,S7190,S7191,S7192,S7193,S7194,S7195,S7196,S7197,S7198,S7199,S7200,S7401,S7402,S7403,S7404,S7405,S7406,S7407,S7408,S7409,S7410,S7411,S7412,S7413,S7414,S7415,S7416,S7417,S7418,L7028,L7032,L7034,L7037,S7028,S7029,S7030,S7031,S7032,S7033,S7035,S7036,S7037,U7027,U7028,U7029,U7030,U7031,U7032,U7033,U7034,U7035,U7036,L7039,L7040,L7041,L7042,L7043,L7045,L7046,L7048,S7039,S7040,S7041,S7042,S7043,S7045,S7046,S7047,S7048,U7039,U7040,U7041,U7042,U7043,U7045,U7046,U7047,U7048,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L7094,L7095,L7096,L7097,L7098,L7099,L7100,L9,S1,S10,S11,S12,S13,S14,S2,S3,S4,S5,S6,S7,S7094,S7095,S7096,S7097,S7098,S7099,S7100,S9,U1,U10,U11,U12,U13,U14,U2,U3,U4,U5,U6,U7,U7094,U7095,U7096,U7097,U7098,U7099,U7100,U9
"Cluster_16610,contig_0 consensus mapping",308,297,308,297,437,306,236,337,0,5,0,0,0,3,0,3668,0,0,2,0,3,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,4330,0,0,1,1,5,0,0,7,0,1,271,0,16,0,3,0,0,3,0,0,0,0,0,1814,0,1,1,784,685,0,0,0,0,9,0,0,2,4,0,0,1,7436,3,1,3212,4185,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,1,0,0,868,5846,1492,12,62,530,408,95,2,10,0,54,623,549,3,34,92,170,1,0,447,16,1,341,231,15,301,7324,2,9,11,468,2351,262,1,11,321,1989,1,4,1467,18,50,9,381,1522,1403,950,430,2001,130,662,556,264,329,1092,561,2,226,588
"Cluster_12300,contig_0 consensus mapping",244,222,244,222,362,271,222,311,0,1,1,0,0,0,0,9,0,0,1,0,4,0,0,0,1,14170,2,1,0,0,0,9,0,0,8,0,0,2,0,0,0,0,14,0,0,2163,0,0,284,1,1040,243,5,0,1,2,0,0,0,0,0,3,0,3,2,0,736,1499,0,0,0,0,6988,0,0,5,2587,0,0,0,6,0,0,3548,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,97635,1,0,0,3,0,1,2,16,0,0,0,0,0,2,0,34,819,0,0,0,0,1539,0,2,4,5,2213,1543,11088,1075,61,2,12,3,812,208,8,3,53,156,172,2,2,3088,31,1,275,956,2,3,1403,0,2,5,518,4747,2,2,2,444,450,3,3,0,1804,23,513,612,1003,1948,1210,1083,3352,437,3,167,2079,4,715,520,279,1,3
"Cluster_19114,contig_0 consensus mapping",204,212,204,212,345,263,191,298,0,0,8,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,3,2,0,0,0,3,0,1,4,1,0,0,0,1,0,4,867,2688,8,134,0,0,0,0,0,0,2,0,0,9,0,0,18008,1425,0,0,0,1,27,0,1,1,3,25258,1,0,46075,0,0,1,0,3381,0,2,61,0,2,1,1,1,3,68863,2,2,0,0,0,0,0,16,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,1,1,2,0,12,4,50,1,12,2,34,413,377,1,113,479,2,0,0,2364,55,220,3,82,3,1469,72,0,0,0,687,4,1132,1,3,206,575,4,1,786,0,3,14,827,84,1796,674,1,2312,0,164,323,1237,57,3903,901,1175,18,165
"Cluster_2717,contig_0 consensus mapping",238,246,238,246,350,262,238,330,0,2,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3083,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,2575,1,2,4,2728,1,0,0,0,0,4,0,0,1,0,0,1,0,1,4,0,1349,1,0,1,2,1,1,2,51923,0,1,2,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,1,0,1,1,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12394,0,0,0,1,0,0,1,0,0,1,1,172,0,355,1,1,2,1,848,1572,2,66,376,3,0,1,544,5,5,0,257,0,413,1,0,0,0,143,661,26,0,0,175,0,1,2,1,0,4,183,501,69,126,197,1,39,229,0,0,18,64,447,0,743,0,249
"Cluster_6215,contig_0 consensus mapping",242,268,242,268,433,314,280,378,0,0,0,3008,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,460,0,0,0,16,0,0,0,0,0,0,0,27444,0,1,1,0,0,0,2,31,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,12063,1,0,0,0,575,10295,3,3,3,16,0,129,5,9,1,42,593,166,3,63,56,1,0,1,1348,21,1,4,10,21,482,1783,0,10,4,206,2,1,2,12,0,992,2,4,9,2346,19,3,38,282,1747,4,2249,4865,510,877,3,7,827,4300,1,116,575,1
"Cluster_9609,contig_0 consensus mapping",229,279,229,279,389,310,242,329,0,7065,0,0,0,10,3,2,0,0,4,0,6,0,0,0,0,0,2,0,12,4,0,0,30277,2,0,0,0,5,0,0,12,1,0,0,0,4,0,7,8,0,8,0,0,0,0,5,0,0,0,0,0,2016,0,0,15,2531,1297,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30156,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,4,2530,4,0,487,2,2,1,2,304,521,1,52,233,5,1,0,1222,8,4,2065,669,6,469,1,1,1,1,456,3,10,2,4,0,473,1,0,2,4495,26,38,288,790,6,1158,1,192,977,919,442,3,0,36,213,1,502,151
"Cluster_15936,contig_0 consensus mapping",235,233,235,233,331,286,193,304,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,236,0,0,0,0,0,0,1,374,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3568,1,0,917,0,2639,0,0,0,0,0,0,0,6,0,0,1,0,1,2,9,428,17,1,488,2,0,0,1,388,1248,2,16,131,291,1,0,1,0,0,3,156,2,0,519,126,0,1,2109,0,93,0,2,395,1502,0,2,53,1063,16,224,150,231,259,383,688,1,0,16,42,947,508,253,1,665,386,2
"Cluster_9229,contig_0 consensus mapping",252,258,252,258,428,340,247,370,35,1,0,21,0,28,0,0,0,12,1,0,1,0,0,0,0,0,0,0,32,0,0,0,26,1,0,0,17,0,1,2,45,2,2,0,32886,0,0,40750,0,0,38,0,0,0,12,0,0,0,0,25,36,29,0,0,47,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,2,0,0,21,0,0,2,3,3,2,4,84948,0,0,5,0,2316,10,5,0,0,0,20078,0,1,5768,13,0,0,0,4,0,1,9,6999,0,0,0,5,15,12,1,16,3,5,1,491,1,3,4,500,367,3351,2,372,1806,802,0,1,846,4,2,522,124,12,5,626,0,8,4,1527,4,24051,0,21527,1417,3,1,2,657,8,21,82,296,89,0,1089,534,79,314,962,764,6,1590,1906,428,650,190,220
"Cluster_13634,contig_0 consensus mapping",211,178,211,178,301,247,174,234,234,1,0,0,0,2,1,5,0,0,0,298,0,0,1,0,0,5,1,0,2,1,1,9,4,1,11,0,0,0,0,0,1,0,4,0,0,2,0,2,307,0,420,0,3,0,0,0,1,0,2,1,0,1791,0,10640,1,1388,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,5,1,1,0,0,3,0,45738,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,18,0,2,0,3,147,717,186,217,2,3,5,147,285,969,1,161,706,4,0,0,578,6,4,666,58,3,1,1,0,0,1,815,3169,216,0,1,455,0,1,1,901,438,15,449,312,645,143,643,438,221,272,314,218,1226,248,2125,487,785,0,203
"Cluster_18061,contig_0 consensus mapping",204,216,204,216,315,272,203,275,0,0,1,0,506,0,0,1,1,0,1,1,1,0,1,1,1119,1,0,1,0,0,271,0,0,0,0,1,0,0,0,1,0,0,0,1,0,702,0,0,0,3,25,0,0,0,0,0,570,0,4,0,0,0,2,1,0,0,419,1406,4729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,14,0,0,0,0,1105,0,1,7486,0,0,3,0,2,8,152,384,0,1413,0,0,0,178,401,1766,5,6,27,5,0,0,383,34,174,216,1113,0,662,297,1,1,2052,697,7,3990,0,1,277,81,0,6,1,1164,12,254,83,131,1,853,587,30,162,292,85,34,2014,672,20,639,390,6
"Cluster_23358,contig_0 consensus mapping",238,241,238,241,424,302,250,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2191,0,0,0,0,8,0,0,0,0,0,0,0,7532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,87,3,43,0,6,0,186,320,155,0,2,2,2,7237,4,1554,7,1,1,450,0,0,417,3,0,2,2,281,1160,4,0,480,1,0,0,193,33,33,2,1,315,1,765,107,58,294,530,1093,2,0,2040,3,468,46,1
"Cluster_20246,contig_0 consensus mapping",188,240,188,240,397,238,215,300,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,68,0,58,3,2,1,61,235,1,4,3,2,0,0,1,90,2,4,3,0,0,418,1,0,0,2,400,291,491,0,0,145,283,20,5,0,0,3,1,427,144,899,316,1,137,675,176,261,1702,1889,1735,681,947,0,29
"Cluster_16118,contig_0 consensus mapping",217,212,217,212,336,259,228,284,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,657,1,155,1,0,0,1,0,0,0,1,0,1,0,0,200,0,0,0,527,360,691,0,0,0,0,0,0,8,0,0,0,1,0,0,0,11426,1,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9028,0,0,0,0,1794,3,1,1,0,2,395,116,0,9,1,1,113,48,0,9,35,1,1,0,535,6,3,724,811,2,456,231,0,0,1,710,4,81,1,3,269,157,0,2,1,708,3,36,148,399,150,496,0,1790,860,17,25,3,833,331,210,0,0,176
"Cluster_3276,contig_0 consensus mapping",231,210,231,210,391,268,204,325,273,0,5,0,1,0,0,0,0,0,0,287,1,0,0,0,5157,0,0,1,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7527,1267,0,0,0,0,0,1,2,2,4635,4479,1128,0,14,6,27,1,70,122,149,3,180,542,2,0,0,1081,60,7,5239,163,2533,723,2,0,1,1,363,1,3,0,1,67,627,3,7,200,2,28,1066,11,21164,244,1033,7,108,364,342,940,406,4654,885,827,13,0,0
"Cluster_30136,contig_0 consensus mapping",221,233,221,233,333,238,188,244,128,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,0,2,0,212,0,153,1,430,2204,84,178,38,5,39,200,1,0,1,336,8,8,194,90,0,475,706,0,0,0,511,946,3,0,1,121,254,1,3,835,88,0,3,345,488,0,23,1610,1774,179,465,114,2013,1,1021,1345,400,1,0
"Cluster_1515,contig_0 consensus mapping",241,223,241,223,377,300,225,296,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,474,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1416,0,1,2201,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1003,1,0,0,1,4,1,66039,0,6,1,1,0,0,0,52,2,8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,77,5,1649,0,4,2,146,233,120,0,258,1307,0,0,0,138,155,819,2,236,0,693,599,257,0,13,7,340,1226,4,0,9163,459,0,0,0,0,53,461,1,676,294,1,0,81,360,3,8,150,0,1829,415,109,2,53
"Cluster_6189,contig_0 consensus mapping",236,274,236,274,416,332,232,342,0,1,0,0,0,2,660,0,0,0,0,392,0,0,0,0,0,7,0,0,6,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,314,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,9752,0,0,0,1,0,2,0,0,0,20285,3,0,1,0,0,0,0,12,1738,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6482,1,1,0,0,0,0,0,8,0,0,0,77,0,0,2,6,556,1,1660,1,2,1,52,439,281,4,188,981,1144,2,0,1643,6,3,3,185,0,1,499,0,0,2,585,1869,696,0,1,451,1025,4,4,287,8,3,36,549,349,459,33,1518,1169,81,1934,73,3,4,1913,572,83,0,108
"Cluster_17429,contig_0 consensus mapping",220,223,220,223,365,293,183,335,3,2,3,6257,1,7,0,0,0,0,0,1,0,0,0,0,2,0,0,2,8,0,2,0,12,0,1,1,0,0,1,4,7,0,0,0,2,0,0,4,0,2315,5,6,0,0,3,0,0,0,0,0,5,8,0,0,19531,0,552,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,2,0,8,1,0,0,0,1,9,0,15,1,0,0,0,0,4,0,0,0,7,0,0,0,17,0,0,0,18,0,0,1,7828,0,1,0,13365,0,0,4,2,1,139,0,50,1,351,0,6,0,90,362,277,1,5,3,3,1,0,190,3,4,1347,218,2,977,0,0,4,1,971,219,4,2,1,55,0,0,0,938,703,8,1,57,1408,0,209,0,918,788,334,383,0,249,3,1,14,367,189
"Cluster_16075,contig_0 consensus mapping",175,203,175,203,293,215,181,249,471,0,16,0,10,0,44,5347,1,0,0,24,0,0,1,0,21,3,71555,15,0,51,0,2,1,25,2,0,1,0,0,14,2,35,3,0,1,0,0,0,0,1216,1,22,2,0,0,0,382,0,20890,0,0,979,0,3,3,926,435,13,0,54,0,0,0,78,0,0,0,0,0,7,1,77145,0,1,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,1,8,5,251,0,221,4,1764,2,13,420,59,2422,58,275,2,2,0,2661,10,0,0,290,1,1283,0,4,0,1,324,1187,131,4519,0,298,148,0,3,0,2,2,348,175,385,134,459,273,1390,600,419,88,0,346,245,4,398,296,67
"Cluster_11575,contig_0 consensus mapping",202,205,202,205,301,287,199,283,0,0,0,0,0,14,0,23,0,0,0,1,0,0,0,0,0,36,0,0,2053,1,101,19,18,2,16,0,0,0,2,1,14981,1,26234,0,0,0,0,9,1,0,12,0,12,0,0,0,0,0,0,0,0,1174,0,15,12,519,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14959,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,15478,0,0,0,7,0,0,1,7,0,0,0,5661,0,0,0,5,0,0,0,4,0,0,121,0,2,0,28,3,2,45,6,2,0,147,439,0,6,8,17,2,1,0,441,3,3,2,98,2,0,251,0,1,4575,511,1,118,0,3,89,466,4,4991,1,1123,4,55,187,98,847,1,242,223,996,200,201,894,559,1606,481,449,325,10
"Cluster_20002,contig_0 consensus mapping",234,247,234,247,338,261,194,278,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2837,2,1,0,0,0,0,0,0,4949,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2530,0,0,0,0,0,0,0,1,0,0,701,1,2,2,354,0,511,2,0,0,1,2454,167,42,0,37,204,2,1,0,154,0,1,3018,197,2,669,297,0,3,2,551,0,5,0,1,168,463,0,0,277,1,4,1,91,98,1264,535,0,0,1,119,537,1259,1,3,2,2,14,159
"Cluster_22372,contig_0 consensus mapping",162,174,162,174,235,175,150,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1962,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,480,0,2,0,0,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1203,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,2,0,0,2,0,0,0,0,17,0,0,19,0,0,0,1,7298,0,0,5906,0,0,1,0,3,1365,89,0,109,2,3,0,35,557,59,2,45,262,416,0,2,4,3,2,247,232,0,0,338,0,0,2,288,414,2,0,0,74,362,1,3,3,0,17,334,220,851,84,259,5,96,450,784,199,3,937,1123,1030,1,382,76
"Cluster_23404,contig_0 consensus mapping",233,258,233,258,448,322,252,340,0,3,0,0,0,0,1,0,0,0,3,1,5,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,6281,840,0,404,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1086,734,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1708,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,9,0,4,3,64,0,2,0,2,0,697,298,307,3,21,71,0,0,0,635,17,3,4,131,17,0,324,0,10,1,117,307,1,0,17,396,0,1,4,10826,1610,17,3,145,767,0,1487,3114,88,423,607,0,833,809,4086,444,134,163,0
"Cluster_32770,contig_0 consensus mapping",184,172,184,172,264,235,152,242,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,126,0,0,0,0,0,0,0,180985,3,4,1,1,2,1,0,220,876,0,0,0,0,0,0,0,2,187,364,7,0,98,4,3,0,39,1106,239,7,165,983,1106,0,0,704,15,3,4,423,0,4,2299,1,0,0,1017,2,2153,1,0,290,781,4,14,0,0,1,4,454,642,0,5,64,127,648,321,0,341,7427,2919,2,5,1,14
"Cluster_29310,contig_0 consensus mapping",183,177,183,177,338,263,202,271,56,2,0,60,1,0,3,0,47,34,2,0,4,0,95,63,0,1,1,1,0,3,381,1212,0,1,1,29,46,2,6,6,6,8,10,78685,61486,2551,2,0,2,2,0,2,0,40,21,1,1,0,1,39,66,0,53,0,0,2233,2,1167,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,387,0,0,0,0,0,2584,1,0,1,6,6,0,60,5,0,1,561,0,579,7,21,97,60,11672,5,608,9,2,1,85,4,855,0,2,1,0,809,1,0,12,2,218,310,10,11733,1,0,0,2,30,67,0,1,2,1417,281,0,99,1,6,4,1,0,57,302
"Cluster_28917,contig_0 consensus mapping",249,233,249,233,393,298,260,347,3,0,0,17561,0,0,1,0,0,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,559,0,0,1,0,0,3,0,796,1,0,3,4,0,0,0,0,941,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,3,135,16,0,449,3,5,1,192,154,75,2,4,2,0,0,0,615,333,1532,507,0,1,2,2,0,0,4,295,76,0,0,0,1,504,1,0,0,2,54,75,260,334,942,41,738,115,557,0,423,460,1,1,2,0,0,17
"Cluster_31534,contig_0 consensus mapping",171,159,171,159,334,214,162,285,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2097,3,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1645,0,0,0,0,0,1431,0,0,0,0,1,1,0,5,1344,812,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,1,0,0,0,0,0,721,5,2,2,197,1,0,110,5,3,3,147,373,1542,8,5,3,1,0,2,1404,51,307,591,321,13,0,2,0,7718,1,816,3,3,0,11,443,429,8,12579,41,1794,5,9,339,118,1,2,1385,95,627,0,110,0,7,43,248,282,0,316
"Cluster_13318,contig_0 consensus mapping",206,218,206,218,333,258,188,295,170,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,2,969,2,0,0,1,1729,0,1,3,0,1641,0,0,0,0,0,5,0,0,4,0,0,0,0,8821,0,0,2214,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2496,0,0,0,0,0,0,0,2,0,0,0,0,1,81,289,9,0,280,1,10,3,158,939,5,2,12,0,1,2,1,2123,14,2,185,337,2,2,1,134,0,7,818,1,0,0,0,0,28,2,2,38,3,9,406,613,1105,910,235,0,1893,491,200,478,5,246,2862,0,646,585,0
"Cluster_18179,contig_0 consensus mapping",235,222,235,222,411,275,210,357,0,4,0,0,0,0,1,0,0,0,5,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,5,0,0,9,0,0,2,0,0,0,9113,536,0,0,0,0,0,0,1,1,1004,699,30,0,3,0,0,0,0,0,0,2221,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,7,0,0,0,0,4,0,0,6,0,0,0,0,5874,0,0,25,0,0,0,0,6,0,1,15745,636,1,2,9,4319,2103,12,2,3,5,0,10,626,554,8,10,4,1,1,0,1352,7,1,1,157,1,1,1,0,2,4,1013,427,1,0,3,263,4,2,5,1,1,0,46,558,541,1181,485,2,44,237,417,23,0,1,913,61,266,0,12
"Cluster_25305,contig_0 consensus mapping",230,208,230,208,293,243,187,273,0,0,0,0,0,1,0,11445,0,0,1,0,0,0,0,0,0,23,0,0,1,0,1,50,0,0,31,0,0,0,0,0,1,0,30,0,0,0,0,0,0,1,1,1,41852,2,1,2,0,0,0,0,0,1382,0,20,3,0,926,0,0,0,0,0,6830,0,0,1,0,0,0,0,0,0,0,3559,0,0,0,0,1,7,29,55,17,0,6,0,2,3,12,22,9,0,4,0,2,3,23,47,16,0,7,0,0,0,0,0,6,0,3,0,0,1,0,0,14,0,3216,0,0,0,0,0,10104,0,5,0,0,0,0,2221,784,4845,142,4,259,2,384,1884,115,1226,1129,1,97,458,4,5,0,977,112,613,5,620,1,2,1158,1,0,7,1699,4,707,2906,1,741,461,3,2,122,1,6,428,231,1021,1,209,3,1,2,828,433,5,4,160,738,754,3,191
"Cluster_10124,contig_0 consensus mapping",191,163,191,163,306,212,152,236,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,891,1,0,0,1,0,0,0,0,0,535,0,0,0,0,941,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12501,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2274,8,0,0,0,0,0,0,3,2773,0,0,0,0,579,5256,1,5,6,91,0,277,7,5,0,4,244,498,11,10,3,1,1,0,1743,7,0,352,264,6,0,0,2,3,1,519,388,1,0,11,144,227,7157,10,2529,8,26,757,543,440,47,229,1341,26,123,563,175,470,11,2059,1,526,82,74
