barcode,in.0bp5,in.0ap4,in.0a,in.0b,in.0c,bile19,bile20,brain20,kidney20,l1,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l2,l3,l4,l5,l6,l7,l8,l9,liver20,s1,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s2,s3,s4,s5,s6,s7,s8,s9,spleen20
"Cluster_24688,contig_0 consensus mapping",1474,729,913,820,644,0,0,1,0,0,2,0,0,0,0,0,4,118,2309,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0
"Cluster_15966,contig_0 consensus mapping",2166,962,1343,1110,977,0,0,3,0,1,2,0,0,64,0,0,23,0,3681,0,1,4,8,90034,0,1,3,0,70,0,0,3,0,2,0,0,38,0,0,7957,0,6,0,0,0,1,36,0,0
"Cluster_3326,contig_0 consensus mapping",2028,853,1172,1105,810,0,0,0,0,0,0,0,0,0,0,14549,1,0,0,0,0,0,29,0,0,12,1,0,10,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0
"Cluster_16254,contig_0 consensus mapping",2173,882,1182,1117,882,0,0,8,0,0,20,0,3,9061,16922,0,4,0,16754,0,13,0,0,3,13,0,1,0,4,11,0,0,0,3,0,0,4,6,0,3,0,0,0,3,0,0,2,9,0
"Cluster_4758,contig_0 consensus mapping",1589,768,1015,883,677,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,0,0,0,7843,0,10,0,0,0,0,0,0,0
"Cluster_15718,contig_0 consensus mapping",1482,658,904,777,627,0,0,2,0,0,6,0,0,0,15541,0,2,0,3264,569,3,0,0,0,11,0,0,0,0,10,0,0,0,2,0,0,0,8,0,2,0,0,0,1,0,0,0,8,0
"Cluster_23001,contig_0 consensus mapping",2361,1081,1298,1308,1016,0,0,14,0,0,32661,0,2,5059,52,1,0,0,28,0,17,0,0,3,38,0,1,0,5,37,0,0,0,16,0,0,2,11866,0,1,0,5,0,20,0,0,1,25471,0
"Cluster_24842,contig_0 consensus mapping",1726,859,1086,942,723,2,0,0,1,0,0,2292,0,0,0,5986,2,0,0,780,0,3,1,0,0,2,1,0,0,0,0,0,0,0,1,731,0,0,4,1,3,0,0,0,1,0,0,0,1
"Cluster_12947,contig_0 consensus mapping",1825,813,1041,952,748,0,0,0,0,0,0,10464,0,0,0,0,1,0,0,22,0,18,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,10907
"Cluster_23167,contig_0 consensus mapping",1913,821,1159,1087,780,0,0,0,0,1,0,0,0,13,0,0,25,0,0,3,0,0,4,25639,0,0,35,0,26,0,0,15,0,0,0,0,7,0,0,11,0,18436,0,0,0,0,16,0,0
"Cluster_28020,contig_0 consensus mapping",1976,867,1182,1113,831,2,2,0,2,0,0,0,1,0,21,0,4,1387,0,0,0,0,1495,0,17,0,1,1,0,24,0,0,0,0,0,1,0,13,0,0,0,1,2,10,0,1,0,19918,0
"Cluster_5502,contig_0 consensus mapping",1811,846,993,912,697,0,0,5,1,0,1,896,0,0,19,1234,4,0,2267,2,1,1,0,0,14,3,4,0,1,16023,7,2898,0,1,0,0,1,3202,6919,6,6,2,0,1,0,0,0,8,0
"Cluster_16192,contig_0 consensus mapping",1735,723,1067,1069,784,0,0,0,0,0,0,11,0,2004,0,0,1,0,0,15,0,17,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12293,0,0,1,9
"Cluster_5036,contig_0 consensus mapping",2130,891,1160,1068,841,151,4,0,94,3,0,0,2180,0,0,0,8,2,43,0,0,0,137056,1,0,0,10,2,0,0,0,4273,7341,0,0,53,5,0,0,3671,0,4,4,0,0,42,0,0,0
"Cluster_231,contig_0 consensus mapping",2313,887,1241,1151,941,0,0,19,0,0,24,0,0,0,0,27494,5,0,34354,4,17,0,0,0,0,27,1,0,34,0,10,1,0,9,0,0,0,0,9,1,16,0,0,16,0,0,0,0,0
"Cluster_2436,contig_0 consensus mapping",1725,779,987,922,705,9,0,6,3,0,4,39,3706,0,0,0,0,0,7820,70,8,50,6,4,0,0,0,0,0,0,0,1,0,6,20,1830,0,0,0,2,0,0,0,4,51670,0,0,0,63
"Cluster_16158,contig_0 consensus mapping",1613,702,946,887,716,1,0,0,0,0,0,3604,0,0,0,0,0,0,0,87725,0,53,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,26,0,0,0,51
"Cluster_7575,contig_0 consensus mapping",1793,767,1034,901,731,0,0,0,0,2,0,0,0,0,0,0,6,983,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,453,0,0,0,0,0,3,1,0,0,1,0,0,0
"Cluster_1369,contig_0 consensus mapping",1773,851,1014,944,708,0,0,0,0,0,0,0,0,0,2838,1757,2,0,0,0,0,0,0,0,2,4,0,0,89,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
"Cluster_10058,contig_0 consensus mapping",1881,852,1150,1081,809,0,0,0,0,0,0,8295,0,0,0,0,3,0,0,5,0,5,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,4
"Cluster_16610,contig_0 consensus mapping",1645,721,929,807,679,0,0,0,0,0,0,0,0,622,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Cluster_12300,contig_0 consensus mapping",1498,698,912,853,620,1,0,0,0,0,0,0,2296,8631,15,0,1,564,0,2,0,0,1,6,17,0,2,1,4,12,0,0,1,0,0,1,3,10,0,2,0,2,0,1,1,0,3,14135,0
"Cluster_19114,contig_0 consensus mapping",2389,929,1357,1282,1037,0,0,12,0,0,20,28970,0,0,13,0,2,0,25,17,26,20,0,0,10,0,4,0,56,8,0,1,0,22734,9,0,0,12222,0,3,0,0,0,6,6,0,0,7,8
"Cluster_2717,contig_0 consensus mapping",1560,728,906,895,670,0,0,0,0,0,0,0,0,0,0,17,8,1302,0,0,0,0,0,1,0,32,3,0,0,0,23784,2,1,0,0,0,0,0,18,7,23,6342,1,0,0,0,0,0,0
"Cluster_6215,contig_0 consensus mapping",1245,601,898,732,575,0,25,13,1,24,21,0,1,3893,0,0,29,602,23,3,22081,3,0,4,9,0,8,27972,25,0,0,14,11,10,0,0,0,0,0,28,0,19112,10,5,1,0,0,0,1569
"Cluster_9609,contig_0 consensus mapping",1154,537,714,619,451,74,3,0,66,5,0,1305,61,0,1,0,4,3,0,10,0,1,69,0,0,0,0,4,2,0,0,0,7472,0,1,32,6,0,0,1,0,0,2,0,3,66889,1,0,3143
"Cluster_15936,contig_0 consensus mapping",1400,676,853,770,646,18,0,7,21,0,0,3,14,0,12,0,3,0,0,4,0,4,16,0,18,0,0,0,4,22743,0,1,0,0,3841,6,0,8,0,1,0,2,0,0,1,16753,0,16,3
"Cluster_9229,contig_0 consensus mapping",1234,606,743,656,523,0,18,0,0,20421,0,0,0,0,0,0,1,14,0,4,0,5,0,9,0,0,1,14,5,0,0,0,11,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,2496
"Cluster_13634,contig_0 consensus mapping",1797,797,1042,992,767,0,0,0,0,2,0,10232,0,0,577,1481,6,854,0,12,0,9,0,0,4,14,0,0,75,8,11,0,0,0,6,0,0,2,4881,1,20444,1,0,4,3,0,1,5585,4
"Cluster_18061,contig_0 consensus mapping",1546,634,942,736,597,0,0,0,0,0,0,3998,0,0,0,1792,19,0,1564,16,0,16,0,0,0,1,13,0,4,0,0,9,0,0,7,0,0,0,1,12,2,14947,0,1,6,0,0,0,10715
"Cluster_23358,contig_0 consensus mapping",1146,581,701,655,454,0,0,0,0,0,1,0,0,232,66,0,1,0,0,1,19,0,0,0,69479,0,1,0,0,63,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,29,65
"Cluster_20246,contig_0 consensus mapping",1464,685,943,778,634,3,1,6,0,1,13,1,0,1786,4685,0,4,2339,14218,9,13,3,0,0,5,0,1,2,12,4,0,0,0,4,0,0,2,0,0,0,0,2,2,1,4,0,0,2,4604
"Cluster_16118,contig_0 consensus mapping",1547,624,867,810,649,48,53,8,38,32,6,2,40,351,2591,12,2,45,3102,3,15,4,46210,0,4,17,1,33,1,1,5,1,24,6798,0,5762,0,0,6,0,16562,1,45060,2,5,24,47,0,4268
"Cluster_3276,contig_0 consensus mapping",1362,585,744,661,528,0,0,0,0,0,0,15,0,0,0,0,5,0,2097,15,2,8,0,0,0,0,1,0,1,0,0,0,0,0,11438,0,0,0,0,0,0,2,0,0,9,0,0,0,4005
"Cluster_30136,contig_0 consensus mapping",1473,623,921,743,632,0,0,0,0,0,5,5770,0,1,12735,6,6,0,1805,5,0,2,0,0,10,6,1,0,38,9,2,0,0,2,2,0,0,6,8250,0,3,0,0,1,1,0,0,7,2
"Cluster_1515,contig_0 consensus mapping",1462,616,879,837,624,0,0,6,0,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,25,0,18,0,11,25546,0,14158,0,0,0,0,0,10,0,7,0,6,0,0,0,0,0,23,0
"Cluster_6189,contig_0 consensus mapping",1278,585,744,671,560,0,1,0,0,0,3,5539,0,0,3246,5901,7,445,0,10,0,10,2,0,6,5,1,0,9,0,2,0,0,0,3240,0,0,0,2,1,5,0,0,0,1,0,0,3,4
"Cluster_17429,contig_0 consensus mapping",1335,624,778,742,572,0,0,0,0,0,0,3469,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1
"Cluster_16075,contig_0 consensus mapping",1403,604,856,758,616,0,0,0,0,0,0,0,0,256,1,0,1,467,0,0,0,0,0,0,4,0,1,0,7,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Cluster_11575,contig_0 consensus mapping",1229,597,656,652,531,3,13,1,0,7,1,2716,0,1713,0,1488,4,7,2593,2,3,1,0,3,0,0,1,2,3,0,0,1,6,1,1345,0,0,0,0,1,0,0,7171,1,3,0,8,0,1
"Cluster_20002,contig_0 consensus mapping",1110,542,731,662,534,0,0,0,0,0,0,2411,0,1431,0,0,10,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3734,0,0,4,0,0,0,0,7,0,3,0,0,1,0,1,0,1
"Cluster_22372,contig_0 consensus mapping",1864,721,1071,967,735,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,383,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_23404,contig_0 consensus mapping",845,446,487,499,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_32770,contig_0 consensus mapping",1572,618,971,882,682,0,0,0,0,0,0,0,0,1934,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
"Cluster_29310,contig_0 consensus mapping",1036,498,692,611,460,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,0,0,6919,0,1,0,1,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
"Cluster_28917,contig_0 consensus mapping",1183,492,662,684,506,0,0,1,0,0,2,0,0,0,0,0,3,0,2585,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"Cluster_31534,contig_0 consensus mapping",1377,578,838,718,554,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Cluster_13318,contig_0 consensus mapping",946,479,572,494,435,0,0,3,0,0,1,3,0,0,0,0,1,0,2546,5,1,2,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2536
"Cluster_18179,contig_0 consensus mapping",852,463,500,482,318,0,0,0,0,0,0,0,0,0,0,1536,3,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"Cluster_25305,contig_0 consensus mapping",1499,648,799,805,585,0,0,1,0,0,0,2482,0,20,1,0,3,0,2374,4,1,4,6,34620,0,0,1,0,55,0,0,1,0,1,1035,0,5,0,0,0,0,1,0,1,4,0,12,0,2
"Cluster_10124,contig_0 consensus mapping",1675,758,955,901,697,0,0,21,0,0,30,0,2,0,1650,1307,3,0,36,0,28799,0,2,0,1832,1,1,0,2,4,0,2,0,9,0,575,0,0,0,1,0,0,0,15,0,1,0,2,0
"Cluster_2666,contig_0 consensus mapping",1389,656,887,722,623,0,5,0,0,15421,0,1530,0,0,0,0,10,15,0,0,0,1,0,11,0,0,4,17,1,0,0,1,4,0,1,0,0,0,0,4092,0,2,8,0,0,0,0,0,1
"Cluster_6870,contig_0 consensus mapping",1802,665,937,923,741,0,0,2,0,0,4,0,0,0,0,33,1,0,3644,0,4,0,0,0,0,30,1,0,2,0,21,0,0,2,0,0,0,0,14,1,42947,0,0,2,0,0,0,0,0
"Cluster_6583,contig_0 consensus mapping",1389,650,779,713,581,0,0,0,0,0,0,1,0,288,0,0,1,0,0,5,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1140
"Cluster_18844,contig_0 consensus mapping",1539,690,956,855,629,0,11,0,0,21927,1,3731,0,1,7504,1,11,11,0,5,0,4,0,17,5,0,5,17,43,3,0,9804,13,1,0,0,0,2,0,12,0,5,11,0,4,0,0,5,3
"Cluster_27548,contig_0 consensus mapping",763,398,403,415,292,0,0,0,0,0,6,0,0,0,18435,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,12,691
"Cluster_12243,contig_0 consensus mapping",1419,599,852,763,616,0,0,6,0,0,6,75,0,1014,0,0,4,0,7,19,20,17344,0,0,0,0,3,0,24,0,0,3,0,9744,6,2,0,6,0,3001,0,0,0,6,5,0,0,0,10
"Cluster_11221,contig_0 consensus mapping",1456,710,914,812,615,4,4,4,3,10,4,0,4783,6,3,0,2,1,8,21,12,0,5,3976,1,0,0,4,16,1,0,0,7574,7948,0,1,3,3910,0,3,0,1,3,3,0,3,3,3,0
"Cluster_17977,contig_0 consensus mapping",1235,547,767,704,524,0,2,1,0,0,2,0,0,0,5,6,1,624,1999,0,2,0,0,0,7,4,1,0,2,7,2,0,0,0,0,0,0,2,7160,1,2,3,2,5,0,0,0,6507,0
"Cluster_10599,contig_0 consensus mapping",828,397,490,430,341,0,0,0,0,0,0,2336,0,0,0,0,12,0,0,2,0,0,0,0,0,0,10,0,0,0,0,10,0,0,2,0,0,0,0,16,0,12280,0,0,0,0,0,0,0
"Cluster_17597,contig_0 consensus mapping",1091,532,671,638,446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_10443,contig_0 consensus mapping",1306,532,752,690,540,8,0,0,5,0,4,0,7,4431,10,0,4,0,3011,2,3,0,9684,2,12,0,1,0,5,11,0,0,0,0,0,4,2,5,0,0,0,0,0,6,0,9,2,12270,0
"Cluster_5316,contig_0 consensus mapping",1329,618,841,718,554,2,21,4,2,26753,2,0,3604,0,0,11643,6,18,6,0,2,2,0,24,0,10,0,17,5,0,2,1,14,3093,0,3,0,1,5,1,3,0,13,1,0,1,0,0,0
"Cluster_12322,contig_0 consensus mapping",1345,546,724,689,558,0,0,0,0,2,0,2172,0,0,0,0,0,1449,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Cluster_27780,contig_0 consensus mapping",1463,600,746,707,585,0,0,0,0,0,0,0,0,1878,0,0,10,0,0,4,0,0,0,0,1,0,5,0,5,0,0,3,0,0,0,0,0,0,0,7408,0,3,0,0,0,0,0,0,0
"Cluster_8274,contig_0 consensus mapping",1321,578,748,703,564,0,0,0,0,0,0,0,0,0,2214,4046,5,0,0,0,0,0,0,0,1,1,2,0,3,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0
"Cluster_6635,contig_0 consensus mapping",1394,597,868,790,538,0,0,58,0,0,59,0,0,2856,0,0,0,0,65,0,68,0,0,1,0,0,2,0,1,0,0,0,0,85204,0,0,2,55,0,1,0,0,0,54,0,0,1,0,0
"Cluster_97,contig_0 consensus mapping",1395,582,747,723,528,0,1,0,0,1,0,5720,0,0,0,0,0,1196,0,2,0,5,0,0,0,0,0,0,8,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,3
"Cluster_105,contig_0 consensus mapping",1249,562,750,625,537,3,2,12,0,0,6,0,2,0,0,2011,2,621,11513,1,7,0,2781,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,1,0,1,0,4,0,1,0,0,0
"Cluster_4483,contig_0 consensus mapping",1163,592,710,678,502,0,0,0,0,0,0,0,0,1765,0,2910,2,0,0,0,0,0,0,1,0,4,2,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"Cluster_28853,contig_0 consensus mapping",1229,520,719,587,510,0,0,0,0,0,0,1506,0,19,0,731,0,0,0,1,0,1,0,17,0,20,0,0,25,0,7,1,0,1,0,0,12,0,18557,0,14,1,0,0,0,1,17364,0,0
"Cluster_21080,contig_0 consensus mapping",1397,612,809,734,602,4,0,8,1,1,7,2940,6188,0,0,0,4,669,18,13793,12,12,4,0,0,4,0,0,0,0,0,0,2,13455,6,0,0,5,0,3,0,1,1,9,7,3,0,0,8
"Cluster_26454,contig_0 consensus mapping",1313,605,762,673,516,0,0,0,0,0,0,0,607,0,0,1693,1,0,176,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"Cluster_18332,contig_0 consensus mapping",1321,594,824,701,593,0,2,0,0,0,2,3,0,0,5887,0,2,1533,0,6,0,5,0,0,7,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,5,5,0,0,2,3097
"Cluster_13145,contig_0 consensus mapping",1248,574,717,649,565,0,1,3,1,0,3,3,1612,0,0,0,0,662,4084,11,4,7,1,0,0,0,0,2,12,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,7502,1,0,0,6
"Cluster_6946,contig_0 consensus mapping",1340,544,779,632,580,0,0,0,0,0,0,0,0,0,3478,0,0,0,0,0,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
"Cluster_26889,contig_0 consensus mapping",1209,515,710,610,493,52,0,2,20,0,1,899,14,251,1,16140,0,0,3069,7907,2,8,31,0,0,18,6,0,14,0,8,0,0,0,6,39130,0,0,5,0,3,0,0,1,5,17,0,0,2
"Cluster_21751,contig_0 consensus mapping",1287,555,826,712,608,0,0,6,0,0,16431,1618,0,0,3,1027,12,0,18,8,7,3,0,0,89,1,5,0,6,0,0,8474,0,6,979,0,0,0,0,6,0,1,0,7,1,0,0,0,0
"Cluster_4840,contig_0 consensus mapping",1301,604,929,782,843,0,10,0,0,7799,0,0,0,0,1521,0,2,5,0,1,0,0,0,10,1,0,0,3,26,0,0,1,3,0,0,0,0,2,0,0,0,1,6,10,0,0,0,1,0
"Cluster_27904,contig_0 consensus mapping",1496,677,920,801,684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_10013,contig_0 consensus mapping",1283,558,797,696,544,0,0,0,0,0,0,2629,0,0,0,0,1,396,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1
"Cluster_9889,contig_0 consensus mapping",1407,619,836,797,583,0,0,0,0,0,0,6,0,0,0,0,3,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10381,0,0,0,13
"Cluster_18518,contig_0 consensus mapping",1183,547,749,618,508,1,0,0,0,0,0,250,2052,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_204,contig_0 consensus mapping",915,459,554,501,385,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,2,0,2,0,0,4464,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Cluster_2502,contig_0 consensus mapping",1127,487,605,568,472,0,0,14,2,0,16183,6412,2,4269,3,0,1,94,15,6,13,10,1381,68,0,0,0,0,40,0,0,0,0,8,966,5,69692,0,0,2,0,2,0,4,0,2,20,0,842
"Cluster_28551,contig_0 consensus mapping",1241,540,800,668,616,0,0,2,0,0,3,2666,0,0,0,0,2,0,4106,7,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
"Cluster_27967,contig_0 consensus mapping",1205,538,780,663,508,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"Cluster_24663,contig_0 consensus mapping",991,451,596,537,430,3,0,0,0,0,0,1620,2,0,0,2205,3,0,0,1,0,3,2,0,0,1,1,0,0,0,0,0,0,0,1,2145,0,0,1,0,1,0,0,0,1,1,0,0,1
"Cluster_19595,contig_0 consensus mapping",1186,498,688,640,539,1,0,0,0,0,2,0,0,0,0,0,5,0,2732,1,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_8521,contig_0 consensus mapping",961,454,504,483,385,0,0,5,0,0,2,1046,0,250,0,9,2,175,4508,0,3,0,0,0,0,21,0,0,7,0,13942,0,0,2451,1,381,0,1,2,1,13,0,0,1,1,0,0,0,1
"Cluster_1025,contig_0 consensus mapping",1374,586,764,714,569,0,0,0,0,0,0,0,0,1,0,5927,2,0,0,0,0,0,0,0,0,3,2,0,21,0,2,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0
"Cluster_18764,contig_0 consensus mapping",1339,538,713,729,558,5,1,2,0,0,1,0,3440,0,0,2183,3,857,1936,0,2,0,3,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
"Cluster_13280,contig_0 consensus mapping",1119,543,708,617,478,0,0,12,0,0,18809,0,1,0,10,2198,1,0,10,0,20,0,0,0,0,1,0,0,2,0,2,0,0,3,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0
"Cluster_3466,contig_0 consensus mapping",1252,548,670,665,492,0,0,0,0,0,0,0,0,122,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_29152,contig_0 consensus mapping",1235,555,723,701,520,0,0,0,0,0,1,1,0,0,3681,0,5,1318,0,4,0,3,0,0,6,0,1,1,1,7,0,0,0,0,0,0,0,5,0,2,0,1,0,0,1,0,0,3929,1738
"Cluster_19323,contig_0 consensus mapping",1240,614,718,652,560,0,1,0,0,0,0,0,0,0,0,0,3,1110,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"Cluster_10801,contig_0 consensus mapping",944,386,552,476,385,0,0,1,4,1,0,15,0,1409,0,0,1,510,2239,21,3,17,0,21,0,0,0,0,29056,0,0,0,1,0,9,0,3,0,0,0,0,0,0,1,24,0,26,0,26085
"Cluster_4899,contig_0 consensus mapping",1146,564,628,597,492,1,6,9,0,6,19,0,0,0,0,0,2,4,11589,0,5965,0,0,0,3,0,1,2,2,0,0,1,6620,8,0,0,6,0,0,0,0,0,2,4,0,0,0,0,0
"Cluster_27954,contig_0 consensus mapping",1237,559,731,653,496,2,6,2,2,5,0,1937,6049,0,2287,0,0,604,2133,2,2,0,5,0,1,0,3,2,10,4,0,0,4374,0,0,3,1,0,0,0,0,1,0,0,1,3,0,1,237
"Cluster_4574,contig_0 consensus mapping",1104,520,735,624,500,0,1,0,0,2,0,0,0,0,0,0,0,919,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30696,contig_0 consensus mapping",1169,543,723,642,530,0,0,0,0,0,0,0,0,1394,2,0,0,0,0,0,0,0,0,1,3,0,1,0,3,2,0,0,0,2,0,0,0,2542,0,1,0,1,0,0,0,0,0,3,0
"Cluster_18142,contig_0 consensus mapping",1376,575,793,769,560,0,0,0,0,0,0,2563,0,0,0,2897,2,0,0,1,0,5,0,0,0,3,6,0,6,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,2290
"Cluster_2131,contig_0 consensus mapping",1501,591,897,729,606,0,0,0,0,0,0,0,0,2393,13,2970,1,0,0,0,0,0,0,1,11,2,0,0,6,20,0,0,0,0,0,0,0,17,1,1,3,1,0,2,0,0,0,11118,0
"Cluster_7305,contig_0 consensus mapping",1343,605,822,793,530,1,0,1,0,0,4,0,0,0,0,0,2,635,2312,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_23016,contig_0 consensus mapping",925,377,547,478,377,0,0,9,0,0,4,0,0,3668,0,0,1,0,10,0,9181,0,0,0,2,0,3,0,7,0,0,1,0,3,0,0,0,1,0,1,0,0,0,5,0,0,2,0,0
"Cluster_8676,contig_0 consensus mapping",704,358,431,353,270,0,0,1,0,0,0,0,0,0,1748,860,0,0,704,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"Cluster_9303,contig_0 consensus mapping",1334,552,728,664,511,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_2378,contig_0 consensus mapping",1306,619,761,672,502,0,0,0,0,0,0,778,0,0,0,0,4,0,0,3,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cluster_21506,contig_0 consensus mapping",1405,615,804,732,616,0,0,0,0,0,0,5749,0,0,0,0,2,0,0,8,0,4,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,2,0,0,0,1303
"Cluster_25561,contig_0 consensus mapping",1096,542,657,577,447,3,0,0,1,0,1,2,4630,0,0,1176,0,0,1590,5,2,3,3,14,0,2,1,0,2,0,0,0,5,0,1,1,0,0,1,0,0,1,0,5,3,1,0,0,2382
"Cluster_3725,contig_0 consensus mapping",1180,503,680,576,443,0,0,2,0,0,12781,0,1,0,4,0,2,0,10,0,6,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Cluster_208,contig_0 consensus mapping",1027,507,665,526,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0
