barcode,s61_vc12,s40_vc16,s41_vc16,vc1,vc2,vc10,vc11,vc12,vc13,vc14,vc15,vc16,vc17,vc18,vc19,vc20,vc21,vc22,vc23,vc24,vc25,vc26,vc27,vc28,vc29,vc3,vc30,vc31,vc32,vc33,vc34,vc35,vc36,vc37,vc38,vc39,vc4,vc40,vc41,vc42,vc43,vc44,vc45,vc46,vc47,vc48,vc49,vc5,vc50,vc51,vc52,vc53,vc54,vc55,vc56,vc6,vc7,vc8,vc9,s34_vc5,s1_vc5,s2_vc5,s3_vc5,s4_vc5,s5_vc5,s6_vc5,s7_vc5,s8_vc5,s9_vc5,s10_vc5,s11_vc5,s12_vc5,s13_vc5,s14_vc5,s15_vc5,s16_vc5,s17_vc5,s18_vc5,s19_vc5,s20_vc5,s21_vc5,s22_vc5,s23_vc5,s24_vc5,s25_vc5,s26_vc5,s27_vc5,s28_vc5,s29_vc5,s30_vc5,s31_vc5,s32_vc5,s33_vc5
lm134 mapping,3144,1553,1695,410,83,1,1,0,0,0,0,0,2,0,340,116,0,0,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,184,0,2,0,1,0,0,0,0,0,2,0
lm135 mapping,7462,3111,2183,1318,442,0,23640,1341,0,0,15,0,0,1,43,4,0,0,0,0,3,0,26,1,0,22,0,0,0,0,0,24,2,0,0,0,1119,0,5,0,56,3,0,0,0,0,2,0,1,57,1,0,0,0,0,0,0,0,1,1399,1,1,0,0,1,2,573,1,1,1969,28,0,3,3,8,2,0,59,0,0,2,3,3,1,0,3,0,0,0,0,6,4,0
lm136 mapping,8577,2357,4115,1089,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1255,489747,506190,298531,29876,21805,309230,3,29950,243,202,477856,28,16,193,3,13,122,117,571,7,2,76,0,6,151,165,665,11,9,124,2,12,193
lm137 mapping,7395,108,2323,1385,416,1,214,4,11,0,0,0,0,1,363,5,1,0,0,0,0,0,259,5,4,127,0,0,0,0,0,296,14,5,0,0,0,8,2,38,236050,2348,8255,0,102,0,2,2,0,267,3,9,0,1,0,0,0,0,0,1399,1,1,0,22,16,1,2,170,1,0,0,16,17,1,6,117,0,0,0,30,6,2627,3,144,2,2,0,54,24563,139,7,296030,18
lm138 mapping,4212,0,0,849,266,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,3,18,0,1,0,0,0,0,3,8,0,0,1,22,0,0,2,33191,0,1,0,0,0,0,3,21,0,0,1
lm139 mapping,3125,0,2590,344,131,0,1,24,0,0,0,0,0,0,0,25,0,0,0,0,783,0,2,28467,0,0,0,0,0,0,0,474,21,0,0,0,9,0,5,0,1,42,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0
lm140 mapping,5181,1303,5168,733,203,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,676,1,16,0,0,1,0,0,44,5,11,0,0,1,0,0,23,2,9,0,0,0,0,0,31,0,10,0,0,0,5,0,42,3
lm141 mapping,14566,4702,5226,1995,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1943,7,1,0,0,0,7,56,63,15,0,0,0,1,1,69,46,2,22,0,0,0,307,55,54,4,1,0,0,1,6,117,108,45
lm142 mapping,3346,1783,1175,408,130,1596,0,182,0,1,6,0,13,0,227,23,0,0,3669,0,1,6,1,1,0,0,0,7,0,1,0,0,0,0,0,4,0,0,1,4,0,0,0,0,6,0,0,0,1,0,0,0,0,5,0,0,1,0,0,384,1,2,0,0,0,0,5,2,0,309,9,0,0,1,4,0,1,0,0,0,1,9,3,4,0,0,0,0,1,5,4,5,1
lm143 mapping,3808,15,0,632,209,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,24,0,4,0,0,0,1,0,3737,0,0,0,3,0,0,2,1,5,0,0,2,0,0,717,0,0,62,0,0,0,0,0,0,0,0,2,638,76,21,57,0,1,0,1,4,61,24,71,2,0,1,1,8,65,45,63,5,2,1,36,7,91,1486,102,4361,83,2400,23,8,206126
lm144 mapping,2779,0,1972,353,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0
lm145 mapping,766,0,622,286,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,304,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
lm146 mapping,8857,3760,6248,1148,342,0,0,104,71,0,0,0,0,5,0,192,40,0,0,0,0,8,0,122,62,0,0,0,0,0,1,0,305,68,1,0,58,11,0,3107,0,141690,72163,1,0,0,1,32,2,0,155,42,0,0,0,1,0,0,0,1109,166,1,0,0,20,0,0,41,161,0,0,0,11,0,0,29,132,146,0,1,18,8,0,22,162,0,0,0,17,1,1,49,211
lm147 mapping,3978,1970,1846,912,280,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,969,0,0,0,638,1,1,0,0,0,1,0,0,1,1,0,0,0,1,5,0,1,1,0,1,0,3306,2,2,3,2,0,1,0,2,4,1,3
lm148 mapping,1579,0,869,354,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1,0,0,0,0,0,0,26,0,348,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm149 mapping,3569,874,0,273,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,5,160,0,0,38,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,1,0
lm150 mapping,9694,3046,1834,1282,413,0,0,43,0,0,0,1,0,0,0,65,0,0,0,0,2,1,0,47,0,0,0,0,0,0,0,0,27120,0,1,1,21,2,7,0,4,22542,2,4,2,0,3,0,0,16,43,7,2,6,1,0,0,0,4,1279,2,68,0,0,5,26,0,0,5,66,0,0,5,20,0,1,1,113919,0,1,8632,56619,1,5,2,87,0,0,9,37,0,3,1
lm151 mapping,1881,688,824,533,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0
lm152 mapping,5242,1324,0,1235,435,0,1,30,28,0,2,0,1,0,0,24,22,0,3,0,3,2,0,10,35,0,0,6,0,1,0,0,1972,33921,0,5,8,92,1157,1,6,11635,39,9,2771,99,5,15,0,2,3392,20,0,4,1,0,3,0,0,1079,1,23,1,36,7,5,76,1826,0,1397,99,27,5,2,105,3,0,4883,2,29,5,697,77,0,55,17305,655,66581,11960,8013,157805,7,7
lm153 mapping,5203,2726,2767,1308,368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1257,284,0,2,0,7,3134,0,12258,411607,78,3244,1,10,2,0,54,201,26,3,0,7,7838,0,40,255,4,3,3,15505,19,0,7340,1691
lm154 mapping,5092,3363,2441,651,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,42,10,27,10,3,2,15,0,37,6,38,3,2,11,9,0,32,13,27,7,1,776,46,0,66370,21796,62843,13907,3,8732,17705,8,131
lm155 mapping,5707,2526,4765,1087,299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,693,2,1,0,0,2,40223,1,2,3,2,0,0,1,12,4,0,0,5,0,0,2,584,1,0,0,0,0,0,3,17,4,2,0
lm156 mapping,8082,1034,3821,1188,349,1,13,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2216,5,0,0,0,0,0,0,0,5,1072,2,12,0,26,0,1,0,2,2,8,0,18,0,4,0,1,1,5,0,16,0,1550,0,2,2,7,0,33,0,3,0,3,1
lm157 mapping,4658,0,312,1051,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1095,2,1,0,0,37,0,19,3,3,2,0,0,30,0,19,2,2,1,0,0,23,0,18,2,6,352,0,9,23775,1777,13845,2793,10
lm158 mapping,11802,2025,10579,1755,490,2,3,1,0,0,0,0,2,0,3,0,0,0,0,0,13,0,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,7,0,0,0,0,0,175,0,4177,0,1,476,88,0,0,0,1,2,0,0,8,1549,4,101,0,275469,52728,20194,8,24310,3,0,301,156,30,8,8,10,2,0,0,71,16,5,5,8,1,0,0,151,30,10,11,12,3
lm159 mapping,2543,523,1241,575,192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,750,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,2,0,0,0,0,1,4,1,2
lm160 mapping,8389,464,357,941,291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,948,26,0,0,0,17,2,69,4,47,2,0,0,19,0,94,2,21,1,0,0,12,0,77,1,23,0,0,1,32831,139,120,1477,42
lm161 mapping,738,0,0,76,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm162 mapping,1005,401,0,106,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,1213,2,0,0,5642,0,0,0,0,0,0,1,113,0,0,0
lm163 mapping,1757,817,449,578,215,1,7,3,0,0,0,0,2,1,1,5,0,0,0,0,643,1,3,1828,0,4,6,15,0,2,1362,1,4,0,2,0,3,0,2,3,6,5,0,0,0,0,4,0,2,1363,19,0,0,1,0,0,0,0,0,336,0,5,0,0,0,29,0,0,0,3213,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
lm164 mapping,931,0,851,96,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0
lm165 mapping,1986,309,836,346,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,4,0,0,2,9,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0
lm166 mapping,3775,231,1002,641,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,3,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lm167 mapping,2388,0,0,393,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
lm168 mapping,4125,0,1666,915,277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1006,29,1,1,0,0,13,0,1,38,2,4,0,0,7,0,1,26,42,0,0,0,205,153,1,53,2962,5124,488,68,23647,0,4,115707
lm169 mapping,1415,1092,298,327,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2
lm170 mapping,4275,1286,975,681,232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,629,1,0,0,0,0,0,0,0,1,160,118,0,3,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1
lm171 mapping,2447,967,517,640,279,122,0,13,0,0,0,0,73,208,0,31,0,0,0,1,71,267,0,14,0,0,0,0,0,42,127,0,861,0,0,0,9,220,73678,236181,1,17582,0,125,0,0,87,0,220,0,20,0,0,0,0,0,0,1,26,383,0,0,0,1,0,0,0,0,3,21,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2857,0,19,0,0,1
lm172 mapping,2440,332,4318,480,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,1,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,1,0,0,0
lm173 mapping,3281,1669,0,1093,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,3,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,9872,18,0,0,121,0,0,1,13,0,0,1,1,0,1,1
lm174 mapping,4192,79,4464,858,231,0,0,0,0,0,0,0,622,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,108,1,24,309,280,203,0,134,123,151,22,422825,433853,241635,5,20924,210235,1,36752,224,209,30684,0,15,126,0,31,308,282,199,1,18,99
lm175 mapping,3760,0,3528,651,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,572,25,1,0,0,3,0,9127,3,26,740,8,0,10,0,6,2,16,65,0,0,6,388,7,1,27,0,0,0,6,0,11,1,25
lm176 mapping,1186,0,0,79,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
lm177 mapping,7692,1863,2880,1480,506,134,55,0,0,0,0,0,2,168,64,0,0,0,1,0,19,177356,100,20,0,37,94,6,0,4,118,78210,0,0,0,37,0,0,1,241,168,0,0,0,0,0,1,0,180,85,0,0,0,0,0,2,0,0,1,1261,2,8,0,0,4,0,284,1,4,7943,0,0,6,0,1,0,1,7,0,0,4,396,0,0,3,10,0,0,2,0,2,1,7
lm178 mapping,5243,2713,3614,874,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,896,0,3,0,0,0,0,3,0,7,0,0,0,0,0,5,1,0,3,0,0,0,0,6,0,2,0,0,0,0,0,9,0,4
lm179 mapping,11716,2419,9824,1679,453,2,4,1010,139,311,468,40,51,1,0,434,26,347,380,46,109,0,0,473,60,1,307,739,27,44,0,1,298,40,249,707,210,32,125,8,375,803,87,6491,286854,16011,55553,32,332,198,271424,33346,209464,148884,12543,314,362,27,85,1541,2,1,0,3,3,207,0,46168,4,1,72,4,3,10,3,13,0,10,0,2,125,11001,1,17,2,112,0,8591,699,3183,1289,25,40
lm180 mapping,12406,2816,2961,1616,467,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1760,3,2,0,0,2,0,27,78,7,521,216,1,2,0,19,3,1,0,0,2,1472,0,15,4,4,1,0,2,3,0,33,4,5
lm181 mapping,498,0,748,129,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm182 mapping,15460,3421,6228,2410,805,2,11,0,0,0,0,0,721,1,200,0,0,0,0,0,12,2,3,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,15,0,7,0,0,0,0,0,4795,0,1,1011,15,0,0,1,0,0,0,0,11,2074,0,29,17,1,1,40272,4,11,2,20,14,0,3,27,1,3,1,664,25,0,5,7,6,6,3,34,30,0,6,604,3,5,2
lm183 mapping,1582,1371,1956,593,172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,2,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
lm184 mapping,382,0,0,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm185 mapping,2318,476,4427,538,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,442,1,0,59,0,0,0,0,0,0,0,67,0,0,0,0,0,1,0,82,0,0,0,0,0,1,0,73,0,0,0,0,1,0
lm186 mapping,440,0,407,406,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,2662,1,0,11,0,0,0,2,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0
lm187 mapping,6532,1888,5108,837,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1030,6,32,0,0,3,15,11807,204,1,21001,6,0,3,10,13,0,1,46,0,0,1,151,13,1,3,13,0,0,6,17,18,0,0
lm188 mapping,3087,0,1487,549,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,469,0,1,0,0,0,1,2,1,1,0,0,0,0,1,4,1,1,0,0,0,0,3,2,2,0,0,0,0,0,2,4,7,0
lm189 mapping,2439,0,208,592,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,568,2,0,0,0,2,1,0,0,4,0,0,0,2,4,0,1,0,0,0,0,2,1,0,0,1,0,0,0,2664,6,0,454,237
lm190 mapping,7846,0,8386,1345,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1180,0,3,0,0,1,2,0,0,1,1,0,0,1,3,0,1,0,8418,0,0,4,6911,0,0,0,4,0,0,0,6,0,0,0
lm191 mapping,5910,1462,212,720,222,0,16,83,0,28,0,0,13,0,4,75,0,83,4,0,35,0,5,142,1,4,66,0,0,13,0,2,116977,0,75,4,61,0,44,68,27,21239,1137,77072,685,0,15206,0,4,4749,168,19,69,21,1,56,0,0,21,745,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
lm192 mapping,4653,4496,3095,749,243,0,0,4,0,0,0,0,39,0,0,1,0,0,0,0,74,0,0,2,0,0,0,0,0,27,0,0,2,0,0,0,0,0,76,0,0,3,0,27,663,0,36105,0,0,0,996,0,0,0,0,1,1,0,95,858,0,1,0,0,1,2,0,0,2,0,0,0,2,2,0,0,2,25,0,0,5,356,0,0,2,0,0,0,2,1,0,1,2
lm193 mapping,515,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm194 mapping,1637,2177,952,401,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,9,0,2,3,0,0,0,0,8,0,0,0,0,0,0,0,12953,0,2,1,1,0,0,0,9,0,1,6
lm195 mapping,0,0,467,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm196 mapping,1422,403,0,205,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
lm197 mapping,1082,0,0,193,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm198 mapping,1422,0,0,191,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
