barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s34_vc5,s1_vc08,s10_vc08,s11_vc08,s12_vc08,s13_vc08,s14_vc08,s15_vc08,s16_vc08,s17_vc08,s18_vc08,s19_vc08,s2_vc08,s20_vc08,s21_vc08,s22_vc08,s23_vc08,s24_vc08,s25_vc08,s26_vc08,s27_vc08,s28_vc08,s29_vc08,s3_vc08,s30_vc08,s31_vc08,s32_vc08,s33_vc08,s34_vc08,s35_vc08,s36_vc08,s37_vc08,s38_vc08,s39_vc08,s4_vc08,s40_vc08,s41_vc08,s42_vc08,s43_vc08,s44_vc08,s45_vc08,s46_vc08,s47_vc08,s48_vc08,s49_vc08,s5_vc08,s50_vc08,s51_vc08,s52_vc08,s53_vc08,s54_vc08,s55_vc08,s56_vc08,s57_vc08,s58_vc08,s59_vc08,s6_vc08,s60_vc08,s61_vc08,s62_vc08,s63_vc08,s64_vc08,s7_vc08,s8_vc08,s9_vc08,s1_vc12,s10_vc12,s11_vc12,s12_vc12,s13_vc12,s14_vc12,s15_vc12,s16_vc12,s17_vc12,s18_vc12,s19_vc12,s2_vc12,s20_vc12,s21_vc12,s22_vc12,s23_vc12,s24_vc12,s25_vc12,s26_vc12,s27_vc12,s28_vc12,s29_vc12,s3_vc12,s30_vc12,s31_vc12,s32_vc12,s33_vc12,s34_vc12,s35_vc12,s36_vc12,s37_vc12,s38_vc12,s39_vc12,s4_vc12,s40_vc12,s41_vc12,s42_vc12,s43_vc12,s44_vc12,s45_vc12,s46_vc12,s47_vc12,s48_vc12,s49_vc12,s5_vc12,s50_vc12,s51_vc12,s52_vc12,s53_vc12,s54_vc12,s55_vc12,s56_vc12,s57_vc12,s58_vc12,s59_vc12,s6_vc12,s60_vc12,s61_vc12,s62_vc12,s63_vc12,s64_vc12,s7_vc12,s8_vc12,s9_vc12
lm163 mapping,578,1757,817,449,336,654,0,0,0,4122,1,2,666,0,136,30,0,241,72,106,1,1,1,0,0,0,3,0,518,700,1,0,0,1,1,6,2,2,750,1,0,0,1,1,3,316,18,22,23,605,61,15,30,5,17,132,1,6,0,132,352,19,1087,0,5,540,1607,1,769,0,0,4,0,5,0,0,0,0,0,971,0,0,0,0,0,0,0,0,0,0,2,2498,0,3251,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,2,3,2,1,0,0,0,625,1045,5400,0,1492,1757,62,0,0,0,0,0
lm164 mapping,96,931,0,851,78,309,0,0,1,0,1,0,185,0,63,95,0,1820,27,2443,42,0,0,0,1,12,163,0,1,648,0,0,0,0,2,0,0,2,3,0,0,0,0,1,0,29,1,1,0,0,23,0,46,0,5,5,0,0,0,38,308,1,0,0,1261,248,568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2894,0,0,0,931,0,0,0,0,0,0
lm165 mapping,346,1986,309,836,338,204,0,0,0,0,3,0,364,0,0,3,0,0,29,1942,5,0,0,116,1,1,0,0,873,108,19,18,0,226,54,36,6,308,0,0,0,1,0,313,1,1200,48,0,16,0,24,68,12,13,4,7,0,3,0,0,1,1,0,1720,1082,163,387,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,55,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,12770,0,0,0,0,0,2,0,0,13,0,4,0,4,1,0,1,0,4798,2005,0,0,1499,1986,147,170,31,1,12,3
lm166 mapping,641,3775,231,1002,518,37,0,0,0,0,1,0,997,0,455,244,0,46,72,167,0,0,0,130,0,222,101,0,0,0,1,0,0,0,0,0,0,0,487,1,0,0,0,0,0,101,13,7,5,0,21,0,27,0,98,0,0,0,33,1,0,40,0,0,1,34,0,0,0,0,7,0,67,8,0,0,0,0,0,40,0,603,0,1,208,130,0,0,0,1373,2,2717,0,2,370,0,22,0,7,0,0,0,214,677,0,0,0,329,7,0,0,0,0,0,29,0,9,0,0,0,19668,1526,10572,5889,0,5985,3775,50,0,0,0,21,0
lm167 mapping,393,2388,0,0,358,0,0,0,0,0,0,0,1016,0,0,0,0,0,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,4,0,5,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,603,6,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,2,3,0,0,0,0,1618,4275,0,119,2388,0,0,0,0,0,0
lm168 mapping,915,4125,0,1666,1006,938,16,1,1,2,7,3,333,82,6,134,14,183,107,510,9,41,0,135,1,3,1,1,1,1493,1,38,10,858,65,3,13,1,0,402,0,13,0,3,300,1292,47,46,108,1,15944,111,943,107,198,201,3,72,357,327,3,685,1541,5161,2,664,0,0,0,0,7,0,44,8,0,0,158,9,0,3,0,294,0,1,0,587,0,0,0,0,3,9,0,0,168,0,12,699,1159,0,0,0,150,0,2,0,2,137,3,1,0,3,13,0,19,1,1172,4,0,0,0,13221,6242,7216,0,7479,4125,251,314,374,0,1,4
lm169 mapping,327,1415,1092,298,292,1101,0,0,0,1,1,1,353,121,47,4,0,146,82,636,506,1,0,0,240,0,5729,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,5,112,2,0,0,3,7,3,31,5,0,0,2,2,0,0,0,0,3,0,8,865,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,1164,5642,0,0,0,1415,0,0,0,0,0,0
lm170 mapping,681,4275,1286,975,629,425,0,1,0,1,0,3,450,0,56,40,0,368,412,144,553,70,1,0,421,1,724,0,1,3172,26,0,199,209,0,1,3,1,0,0,0,0,0,0,2,1175,13,90,5,0,37,7,3,15,66,25,1,0,1,1,1,84,1,0,2476,325,1,2,1,0,17,10,0,10,1,0,0,0,0,0,0,104,0,2,1395,70,0,0,0,6859,0,3749,0,0,17307,0,14,194,8,0,0,0,2,691,4,0,0,0,6,0,0,0,10,0,22,0,17,0,0,0,0,7421,8190,6318,0,3435,4275,4,0,47,0,105,2
lm171 mapping,640,2447,967,517,383,179,0,0,0,2781,1,0,333,0,21,18,0,374,39,119,0,0,0,0,0,253,3,0,34,284,19,0,0,0,1,1,0,1,1,0,0,0,5,1,0,2853,20,39,20,1,55,5,129,2,113,171,0,0,39,0,184,44,1,2,0,104,1,0,0,0,2,0,0,2,0,0,8,0,0,1302,0,548,0,0,385,418,0,0,0,0,0,0,0,0,0,0,0,301459,0,0,0,0,9,0,0,0,0,0,2,0,0,238,0,0,5,0,7,0,1649,0,0,209,2345,785,0,2161,2447,56,0,0,0,304,0
lm172 mapping,480,2440,332,4318,482,386,0,0,0,0,2,1,66,3,68,51,0,201,22,45,49,0,5,0,0,0,0,0,1,4587,23,4,0,100,0,1637,11,109,1,0,808,1,0,0,1,1244,1,9,0,1,27,0,20,0,3,2,0,0,41,0,179,0,0,1560,5,313,2,0,2194,0,6,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,577,0,22,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21,0,1,6,0,0,0,273,8939,1432,0,250,2440,0,0,0,0,0,1
lm173 mapping,1093,3281,1669,0,620,413,3,17,5,16,3,2,1945,25335,8646,12215,1125,7407,34197,1553,6041,9459,2956,755,31684,701,19406,20,870,1188,3,15,5,31,7,123,5,1,1104,134,16,6,32,7,464,1644,10,12,28,27,2307,161,133,31,33,11,0,22,78,97,1,169,2368,1269,4,291,146,3,7,0,8,382,80,6,0,0,13,0,3,2,0,122,0,0,0,0,0,0,0,0,8,5,0,0,0,0,17,0,0,0,0,1,6,0,2,0,0,7,1,0,0,0,1,0,17,3,6,0,0,1,145,2047,5749,2327,0,2916,3281,0,334,0,0,0,3
lm174 mapping,858,4192,79,4464,801,357,2,1,2,2,2748,3,1054,146,93,46,6,1116,174,175,51,119,2,3,515,251,0,2,2,3223,20,1,6030,638,81,253,4,1,464,1,1,5,3,1,0,4056,48,120,73,1,3487,1742,1095,3,163,554,1,24,42,1179,3,73,1202,1619,2,261,2,1,0,0,3,0,50,2,0,4,0,2,0,0,0,794,0,0,0,151,0,0,0,0,3,0,0,0,0,0,10,0,5,0,0,2,7,0,0,1,0,116,1,0,0,0,24,0,235,0,9,0,0,3,0,9776,3483,0,0,2453,4192,209,5890,0,0,89,7
lm175 mapping,651,3760,0,3528,572,1297,2610,7087,424,16455,14561,4192,1042,2,177,1221,3827,345,906,112,17,133,139,0,36,1,408,5856,229,353,0,39,4,56,108,49,39,16,18159,1,9,4,14,14,20,967,48,26,21,15512,3,23,95,12,14,20,2,140,42,838,20957,8,10,12,8,980,25862,0,10129,0,0,0,0,8,68926,61,0,0,0,3,0,0,0,39,553,0,4,0,0,0,4,9113,74,1,0,0,10,376,0,0,0,0,0,0,0,0,0,0,3,30,0,0,3,0,423,154,1,2,0,0,0,4372,3496,5598,0,224,3760,0,25,0,0,0,0
lm176 mapping,79,1186,0,0,61,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9,0,0,2,0,0,0,0,2173,309,0,37,1186,0,0,0,0,0,0
lm177 mapping,1480,7692,1863,2880,1261,2880,0,0,3,1,10,2,1198,59,525,136,2,267,44,206,26,108,2,32,1,147,164,1,1,5711,1,48,163,384,121,573,8,322,1232,1,3,2,44,107,569,3099,26,26,43,348,1597,71,110,159,41,47,1,24,72,176,482,890,1032,4358,4368,2148,241,1,1,0,2,2,46,11,0,744,1,323,0,7098,0,631,0,0,0,38,0,0,0,0,2,0,0,0,927,0,25,0,1830,0,0,0,97,0,0,0,0,0,13,0,0,0,12,0,14,336,13,8,0,0,0,11994,10667,7042,0,3555,7692,18,92,458,0,3,10
lm178 mapping,874,5243,2713,3614,896,1421,1,1,23,1,9,1,1582,111,560,288,2,1567,138,485,2,2,216,504,1,70,2,0,797,3427,14,197,4261,1,41,559,3,1,110,1,0,40,0,325,950,4400,12,42,44,1095,1438,24,174,14,42,0,2,17,2,226,123,133,1982,0,1,1034,1,1,0,0,5,1,136,10,0,3,21,0,0,1292,0,399,0,0,0,958,1,0,0,878,6,0,0,11,129,0,2,0,930,0,0,0,414,0,0,0,0,110,2,0,0,0,11,0,7,0,13,0,0,17936,162,5627,3089,4804,0,3804,5243,86,10,0,0,2,4
lm179 mapping,1679,11716,2419,9824,1541,1859,2196,0,10,2,4,0,3414,878,1008,526,247,43325,559,1530,4,224,3,62,0,2023,1,185,0,2909,1,2,401,355,24,399,0,182,14,4,1,2,1,17,6,1987,17,20,17,2,204,15,250,282,81,3,5,1,2,71,74,51,4171,1212,1024,1357,4,0,2,0,4,3372,193,14,0,0,5,0,0,10778,0,195,0,0,1029,943,0,0,0,0,6,2379,0,0,0,0,6,0,6,0,0,0,555,2,0,0,140,801,7,0,0,2,23,0,11,0,6,22,0,0,767,18158,4774,32401,0,3682,11716,0,0,946,0,1,21
lm180 mapping,1616,12406,2816,2961,1760,3352,1,1,2,3,2,2,933,612,120,162,3235,533,623,239,4,0,173,0,149,1,1,2001,2,1673,4,43,1,85,55,2,2,5,638,2,3,3,1,169,0,5160,27,63,98,1617,323,128,457,280,559,60,0,75,71,494,162,500,3,0,3739,2385,2210,0,1,0,3388,0,0,12,0,1,0,0,0,4,0,985,0,1,4,461,0,0,0,0,10,0,0,0,183,0,42,0,5107,0,165,0,265,1449,2,0,0,176,6,0,0,612,26,0,24,0,527,0,0,4449,1675,17773,14344,5481,0,13744,12406,0,349,1072,0,108,13
lm181 mapping,129,498,0,748,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,255,0,14,128,147,157,76,4,1281,0,0,0,0,0,0,0,97,5,21,43,0,13,5,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530575,0,13,0,9130,0,7404,0,88204,0,0,31568,0,10585,0,0,0,129786,0,0,31218,0,17647,0,0,0,2525,0,0,0,340595,0,0,0,0,1271,0,19,0,8357,0,14,0,0,2046,0,0,0,31122,0,4248,0,1298,0,325,498,0,0,0,208262,0,0
lm182 mapping,2410,15460,3421,6228,2074,5748,14,144,5,12,2587,6,1158,30323,16265,341672,9514,10786,6650,1557,2409,7536,3421,175,14896,1067,12131,452,2202,9811,163,82,851,318,438,910,10,249,1414,2164,91,24,234,493,248,5353,89,255,138,1621,3357,349,568,375,1363,115,8,184,191,1620,34,308,1808,1486,677,4216,2982,6,17,0,4342,54,374,28,1,49,0,0,0,79,0,1475,0,0,0,517,0,0,0,1153,5,10,0,0,2652,0,154,0,891,0,0,23202,1140,2468,0,0,0,145,12,4,0,0,5,0,56830,133089,23,0,3574,0,111,38144,22510,15441,0,20808,15460,137,226,1255,0,63,50
lm183 mapping,593,1582,1371,1956,540,1434,113,49,57,61,2,23,415,55,243,68,125,14556,104,96,36,50,50,115,68,66,63,72,4,2331,200749,216423,143506,251496,82235,158092,4362,95515,68,24693,13690,357577,19705,182187,91428,1541,41,163,78,69,172,96,367,95,66,26,72,55,92,281,151,452,1485,2,19,1023,430,49,52,563698,0,0,0,8085,0,0,0,342761,0,0,0,0,448430,0,0,0,30692,0,0,0,261727,0,0,0,0,1147083,0,0,0,940101,0,0,0,0,25122,0,0,0,241423,0,0,0,117293,195210,187,0,0,28761,0,0,0,0,4457,13843,0,2281,1582,0,0,58,0,0,133285
lm184 mapping,50,382,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0
lm185 mapping,538,2318,476,4427,442,1861,0,13,2,4532,0,1,705,2,0,110,2,0,7,0,2,1,2,0,0,1,1,0,0,3657,0,0,1250,0,388,120,4,4,0,1,0,1,21,1307,1,0,4,1,0,506,0,0,0,3,0,5,1,0,0,0,116,0,3,0,1,1450,1772,0,0,0,9,0,0,0,5,0,19,0,5,1,0,283,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,3,3064,0,0,1,1,5,8,0,0,0,0,1369,0,2,0,7533,0,0,2454,2619,1156,0,1175,2318,0,0,0,0,3,7
lm186 mapping,406,440,0,407,368,440,7,290,8,42,9,6,991,110,150,458,8,844,141,126,5,93,10,5,258,4,242,252,576,365,1,31,6,538,10,35,10,10,9,4,13,11,354,7,40,1332,4187,4857,5137,23,8213,413865,1970,57679,9365,6078,3,30315,5735,59614,139,10886,72,13,5360,15,606,1,22,0,6,182,0,3,16,641,0,1,0,0,0,323,0,16,1103,0,0,0,0,1389,0,448,0,296,0,0,10,0,0,0,7,0,0,0,0,0,69,0,0,8,0,0,3,0,5,6,2,0,0,1106,130,1969,1971,14159,0,0,440,17984,1433002,211461,0,252,3
lm187 mapping,837,6532,1888,5108,1030,3259,5,0,1,2,2,1210,1329,7,159,25,12807,3,28,118,3,3,262,56,143,1,3,0,3,3236,2,7,845,41,306,2,7,5,455,0,11,10,1,402,734,2892,25,98,14,2,12,12,68,4,6,23,7,10,5,255,568,4533,1852,3321,4,2360,1,3,7961,0,0,3,50,1095,1,0,8,0,0,0,0,491,0,0,0,104,0,0,0,1240,15,0,13,0,0,0,0,0,0,29349,0,0,16,764,0,0,0,0,20,1,0,0,0,0,0,0,3,0,0,94,430,0,637,3544,0,2886,6532,144,24,0,0,4,1
lm188 mapping,549,3087,0,1487,469,1362,0,0,2,9225,3844,2,121,0,0,0,233,0,36,59,5,0,0,1,0,0,4,298,0,2575,1,93,509,0,0,10,4,198,1519,2,1,0,0,417,8,641,1,57,17,1014,36,23,0,6,2,1,2,0,0,0,1176,0,6,3,1,956,3260,0,0,0,8,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,2,0,0,0,0,0,4443,4603,2051,0,0,3087,0,52,0,0,0,6
lm189 mapping,592,2439,0,208,568,1251,0,0,1,0,2,0,2158,6,4,99,0,5222,2372,174,0,43,0,0,0,1,426,0,1,508,40,1,0,74,23,40,0,0,2,1,0,0,0,0,3,1939,9,5,3,0,0,0,61,5,1,8,3,9,0,0,0,285,0,1,4,991,0,1,2,0,3,1,0,7,0,2,92,0,0,4968,0,0,0,0,0,0,0,0,0,0,0,6,0,4871,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1317,0,6,0,506,0,0,0,0,3459,0,8198,580,10417,0,0,2439,2,0,0,0,0,8
lm190 mapping,1345,7846,0,8386,1180,2359,16608,10562,3350,64721,40423,7086,1337,11,14,39,24107,353,95,121,30,516,21,16,444,51,42,26004,20,6474,36,28,372,200,1611,81,59,42,110569,6,776,55,222,53286,89,2998,1090,46,37,70975,185,131,3482,136,65,70,7,40,143,110,77261,227,3210,2557,1243,1751,103614,22190,21233,120331,0,262,0,1607,0,0,0,1063,0,0,0,1541,11102,0,0,0,0,0,0,873,90,347,4,0,683,0,1,0,0,63264,0,0,0,119,5044,0,0,1151,65210,0,0,0,23126,99941,21,0,6,26258,0,0,1034,6367,10609,17625,0,6383,7846,5025,259,185,0,0,53617
lm191 mapping,720,5910,1462,212,745,1581,3,2,1,0,172501,2,1674,35,307,7036,2,933,363,148,0,118,0,0,4,134,125,369,75,2321,3,0,201,1,175,1,92,246,0,1,1,0,4,0,1,5255,19,84,23,0,308,12,112,36,147,19,3,23,218,34,555,31,256,55,0,1073,1216,1,1,0,27,3,0,6,3,0,0,0,0,0,0,0,0,1350,0,201,0,0,0,0,2,3,1,0,94,0,42,0,610,0,0,28710,6,0,0,0,0,0,2,0,0,144,0,0,60,2,5,0,2541,0,0,4821,28053,5156,0,4204,5910,15,0,68,0,0,6
lm192 mapping,749,4653,4496,3095,858,869,1,0,3,0,7,0,1859,2,253,3,383,15,140,525,78,1,3,2,793,182,0,0,930,1660,59,7,1036,66,202,39,9,2,3,0,1,0,0,361,0,1692,62,35,14,0,55,23,415,0,137,31,2,9,43,71,1,2263,0,1600,3,599,1071,0,0,0,492,10,0,9,0,0,0,0,0,10686,0,49,0,0,0,0,0,760078,0,0,0,2,0,0,0,0,835,0,2,0,0,0,3,252,3,0,0,0,2,0,0,0,16,0,686,0,9,1,0,0,343,12264,9266,6785,0,5759,4653,180,0,0,0,0,25
lm193 mapping,11,515,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2916,0,0,515,0,0,0,0,0,0
lm194 mapping,401,1637,2177,952,328,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276,0,0,0,0,93599,0,0,0,20876,77,0,0,786,0,0,0,0,1165,0,0,0,41665,0,1230,0,0,0,0,0,0,22275,0,0,0,2348,0,158,0,0,0,0,109,1,10,0,0,0,0,677,5,14,0,0,0,0,318,2888,6716,0,1733,1637,0,0,0,0,101,0
lm195 mapping,17,0,0,467,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,618,8,0,8,1,92,2,11,37,265,9,0,5,17,50,1,0,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,10,100,0,0,0
lm196 mapping,205,1422,403,0,202,58,0,0,0,0,0,0,128,105,81,3,0,176,108,414,0,1,0,0,0,0,189,1,0,450,0,0,18,251,0,0,0,0,0,0,0,0,0,0,0,216,6,65,0,0,0,8,0,0,0,0,0,0,0,44,1,0,0,1,277,49,1,0,0,0,0,1,0,0,0,0,34,0,0,0,0,201,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,68,0,0,0,0,191,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1701,0,1416,1422,11,18,0,0,0,0
lm197 mapping,193,1082,0,0,249,0,0,0,0,1,0,2,165,0,0,22,0,149,28,150,1,0,1,0,1,3,1,0,0,1887,0,2,179,0,0,677,0,6458,0,0,0,0,0,0,0,49,2,0,1,0,0,0,1,0,0,3,1,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1082,0,0,0,0,0,0
lm198 mapping,191,1422,0,0,148,0,0,0,0,0,0,0,622,0,118,13,0,41,1,61,20,0,0,0,4,0,0,0,0,568,0,12,0,2,0,88,0,0,0,0,186,0,5241,0,583,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,6,0,6,0,4,0,0,0,0,1256,2891,0,0,938,1422,0,0,0,0,0,0
